temperature,humidity,wind_speed,pressure,visibility,dew_point,cloud_cover,region,season,weather_condition
42.5,76,31.18,1027.8,9.3,35.9,74,South,Autumn,Stormy
18.5,71,24.08,1020.2,1.7,14.0,51,West,Monsoon,Stormy
18.3,61,18.2,1026.0,7.4,8.6,50,West,Summer,Stormy
20.2,61,14.25,1001.1,7.6,12.0,20,South,Summer,Stormy
8.0,71,37.88,1004.4,10.0,6.3,70,North,Summer,Stormy
20.8,61,24.12,1004.8,7.9,13.6,57,North,Winter,Stormy
18.9,55,23.16,1014.8,4.4,14.0,97,South,Monsoon,Cloudy
26.2,30,9.28,1031.2,6.0,24.3,63,East,Summer,Stormy
27.7,85,1.87,1001.6,4.3,20.7,92,East,Summer,Rainy
40.0,31,37.81,1022.1,2.8,34.5,5,West,Autumn,Sunny
32.6,59,12.55,1001.0,3.2,32.3,99,East,Monsoon,Cloudy
20.4,81,17.7,1034.2,3.0,13.9,97,North,Summer,Rainy
17.8,38,4.59,997.0,5.9,11.5,48,South,Summer,Stormy
28.9,51,33.48,1020.4,9.2,27.5,71,South,Summer,Stormy
14.4,63,1.11,1021.8,9.2,10.9,36,South,Summer,Stormy
39.7,78,33.36,1019.2,1.5,33.8,9,East,Monsoon,Stormy
34.4,30,5.61,1004.2,1.7,33.0,79,South,Summer,Sunny
21.2,82,35.46,1002.4,3.2,12.7,65,South,Winter,Stormy
11.3,69,29.19,1025.7,3.3,11.0,55,East,Summer,Stormy
35.8,74,6.59,1023.5,1.9,34.8,82,North,Winter,Stormy
24.1,97,22.63,1023.3,4.5,22.9,70,West,Monsoon,Stormy
34.9,38,12.51,1024.6,6.3,29.6,65,North,Summer,Sunny
12.2,51,7.13,997.6,6.2,6.0,44,East,Autumn,Stormy
20.2,47,34.37,997.3,5.9,16.2,86,South,Winter,Cloudy
25.0,72,16.14,1006.3,4.0,22.1,94,West,Winter,Stormy
25.4,68,15.94,1008.2,7.4,17.3,67,North,Summer,Stormy
21.4,35,6.8,1007.1,8.4,20.7,63,West,Autumn,Stormy
30.0,77,15.32,1015.8,4.1,27.2,15,North,Autumn,Stormy
16.5,36,34.86,1024.2,1.8,16.1,9,North,Summer,Stormy
23.9,98,14.53,1010.1,3.7,23.8,20,East,Monsoon,Stormy
26.0,45,38.06,1004.8,2.2,22.5,91,North,Monsoon,Cloudy
29.1,30,37.85,1021.1,5.2,27.2,11,South,Summer,Stormy
30.7,66,5.8,1010.2,2.4,28.0,12,East,Monsoon,Stormy
16.0,66,7.09,1014.1,5.2,7.8,80,West,Autumn,Stormy
12.7,93,34.51,1009.7,3.0,11.1,81,East,Monsoon,Rainy
35.2,91,15.71,1016.4,7.6,27.4,9,North,Monsoon,Stormy
27.7,90,0.17,1002.9,1.2,20.9,91,West,Monsoon,Rainy
19.0,62,10.95,1020.3,6.0,15.7,12,South,Summer,Stormy
37.4,95,23.91,1012.7,2.5,31.9,33,East,Summer,Stormy
25.9,59,31.97,1005.4,1.0,21.5,58,North,Winter,Stormy
34.4,49,5.34,1018.3,8.8,33.1,48,West,Monsoon,Sunny
25.5,89,4.42,1005.3,7.0,16.4,5,South,Summer,Stormy
41.5,53,36.88,1005.8,1.9,35.8,11,South,Autumn,Sunny
39.0,33,30.05,1001.0,7.0,30.2,28,East,Winter,Sunny
23.0,66,23.59,996.0,6.5,14.8,76,West,Autumn,Stormy
32.8,33,30.77,1018.3,5.3,32.0,25,North,Monsoon,Sunny
30.2,47,17.15,1024.7,4.8,28.1,67,West,Autumn,Stormy
35.9,95,30.34,1008.5,9.0,34.4,78,South,Winter,Rainy
17.3,77,14.87,1005.0,3.2,9.0,15,West,Monsoon,Stormy
30.5,62,9.76,994.9,4.6,21.9,52,East,Summer,Stormy
33.5,87,29.16,991.3,4.0,28.2,18,West,Autumn,Stormy
10.9,57,16.79,1020.3,7.9,9.9,46,West,Autumn,Stormy
15.5,64,39.26,993.3,9.2,14.1,89,East,Winter,Stormy
8.7,39,13.98,1001.6,8.6,0.6,31,West,Summer,Stormy
22.8,94,36.87,1015.8,8.2,13.5,69,East,Monsoon,Stormy
30.7,71,37.32,1013.9,9.9,28.7,69,East,Monsoon,Stormy
37.0,38,9.67,1016.2,7.3,36.9,60,East,Monsoon,Sunny
25.6,89,31.93,1013.1,7.8,22.3,4,South,Winter,Stormy
38.0,44,17.32,1009.4,9.8,37.7,58,West,Autumn,Sunny
14.0,86,36.7,1001.6,1.1,5.7,1,East,Autumn,Stormy
11.4,98,18.0,1006.7,6.7,6.5,1,North,Autumn,Stormy
24.6,51,29.77,1010.1,7.7,18.2,2,North,Autumn,Stormy
28.1,93,18.68,994.1,9.3,24.0,69,South,Winter,Stormy
24.7,70,9.11,1005.1,9.0,21.2,94,East,Winter,Stormy
8.5,85,7.97,1009.3,8.6,6.3,42,East,Summer,Stormy
24.3,52,17.02,1006.1,9.5,16.6,4,South,Winter,Stormy
14.6,54,30.22,1009.6,5.8,7.6,49,West,Autumn,Stormy
30.4,35,24.2,1019.7,1.1,26.8,9,East,Monsoon,Stormy
27.9,63,27.55,1020.9,1.1,24.7,26,East,Summer,Stormy
17.5,92,11.29,1028.1,5.9,17.5,23,North,Monsoon,Stormy
20.9,38,19.26,997.9,4.9,20.3,21,East,Monsoon,Stormy
16.5,89,1.78,1008.8,5.1,10.3,88,South,Autumn,Rainy
24.5,78,32.7,1025.3,4.6,19.4,2,North,Winter,Stormy
32.6,80,39.6,995.5,9.3,28.3,15,South,Winter,Stormy
17.1,89,16.28,1001.2,4.2,8.8,29,South,Winter,Stormy
29.0,99,0.44,1006.8,8.7,24.0,42,East,Autumn,Stormy
20.8,66,6.79,1033.4,9.1,17.0,3,West,Autumn,Stormy
18.7,60,26.1,1003.3,5.5,17.1,39,East,Monsoon,Stormy
24.1,70,24.48,1023.8,5.0,15.9,15,West,Summer,Stormy
16.7,91,31.51,1012.7,7.8,10.9,71,North,Winter,Rainy
20.6,87,10.16,1001.5,7.4,19.7,87,South,Winter,Rainy
15.4,43,30.55,1041.0,4.0,8.9,15,South,Summer,Stormy
40.7,65,27.52,1014.9,1.9,36.4,90,East,Monsoon,Stormy
25.3,65,12.91,1016.8,3.4,17.2,65,West,Monsoon,Stormy
19.4,37,21.82,1018.3,2.2,10.2,54,South,Summer,Stormy
26.7,55,5.89,1017.6,3.7,20.7,19,South,Winter,Stormy
24.1,65,18.1,1034.5,3.4,16.8,50,West,Autumn,Stormy
23.2,77,35.25,1030.9,6.7,22.6,83,South,Autumn,Stormy
29.9,57,16.85,1003.7,9.6,24.3,83,South,Summer,Cloudy
31.1,97,33.58,1033.2,7.2,23.5,82,South,Winter,Rainy
20.8,91,23.61,1006.0,9.3,15.8,56,West,Summer,Stormy
20.4,80,7.68,1016.2,8.1,14.5,50,West,Monsoon,Stormy
22.8,71,23.24,998.5,7.6,13.8,17,North,Monsoon,Stormy
6.6,58,20.24,1023.4,4.7,4.6,76,South,Autumn,Stormy
12.9,39,15.95,1009.9,3.9,11.9,80,South,Monsoon,Stormy
35.9,68,4.79,1001.5,8.6,29.0,58,North,Monsoon,Stormy
38.2,30,16.67,1024.9,9.1,30.0,96,West,Summer,Cloudy
23.0,68,2.91,1027.4,5.1,14.5,27,West,Summer,Stormy
29.6,50,3.95,1027.7,1.1,23.2,68,East,Winter,Stormy
27.5,94,16.64,997.8,8.1,19.2,27,West,Summer,Stormy
49.6,44,12.22,1028.7,3.6,42.6,88,East,Winter,Cloudy
34.0,33,37.02,1010.0,1.1,33.1,83,North,Autumn,Cloudy
24.0,89,15.03,1033.5,8.2,16.4,84,West,Summer,Rainy
17.4,90,30.31,1019.2,5.7,15.6,12,North,Summer,Stormy
12.1,49,21.21,1015.5,7.2,9.7,5,East,Summer,Stormy
26.6,39,28.16,1013.1,9.2,22.7,28,South,Autumn,Stormy
18.9,63,10.4,1012.9,5.9,15.8,8,South,Summer,Stormy
13.6,77,37.68,1006.2,5.5,10.4,28,North,Monsoon,Stormy
19.8,62,21.2,1002.3,3.6,18.1,37,South,Summer,Stormy
16.3,90,33.25,1009.4,3.7,13.4,64,North,Winter,Stormy
38.5,39,14.6,1024.9,8.2,38.3,55,East,Monsoon,Sunny
32.1,83,4.01,999.0,5.0,27.4,29,South,Summer,Stormy
24.9,94,26.95,1026.4,2.5,17.2,95,East,Summer,Rainy
36.8,30,0.31,1014.4,1.9,28.2,58,West,Autumn,Sunny
25.6,34,19.01,1020.8,5.3,17.4,86,South,Winter,Cloudy
18.1,44,7.71,1021.3,5.2,13.9,57,South,Monsoon,Stormy
37.2,57,25.1,1022.3,6.9,29.9,9,South,Monsoon,Sunny
29.3,52,39.18,1013.2,5.2,26.4,20,North,Autumn,Stormy
16.7,46,18.58,1013.5,2.3,16.1,55,West,Monsoon,Stormy
23.5,42,32.7,1021.9,5.6,16.7,25,West,Monsoon,Stormy
18.0,43,20.31,1002.6,9.2,11.5,14,West,Winter,Stormy
13.9,40,19.83,1001.1,2.4,5.9,80,East,Summer,Stormy
32.4,57,37.22,1008.4,7.2,26.2,34,West,Summer,Sunny
40.3,71,35.6,1015.9,6.3,38.7,88,North,Monsoon,Stormy
13.8,90,31.43,1032.2,7.7,5.3,14,North,Winter,Stormy
29.5,93,11.85,1013.5,2.4,23.2,96,East,Autumn,Rainy
19.8,60,21.8,1033.0,9.5,11.7,74,East,Summer,Stormy
21.1,39,8.96,1018.2,6.6,13.4,87,West,Monsoon,Cloudy
20.3,37,17.76,1008.5,8.6,17.3,5,West,Monsoon,Stormy
18.1,50,19.37,1024.5,3.2,17.4,27,North,Winter,Stormy
25.4,88,33.27,1010.6,7.7,23.6,62,North,Winter,Stormy
18.4,79,35.84,1015.5,8.0,17.5,28,West,Winter,Stormy
27.2,98,16.58,999.6,4.6,24.8,47,North,Monsoon,Stormy
24.6,99,0.71,997.9,4.5,20.0,62,East,Winter,Stormy
23.1,59,34.47,1018.5,6.9,14.0,57,North,Monsoon,Stormy
17.7,46,6.97,1024.0,1.8,9.0,20,West,Summer,Stormy
20.4,49,24.88,1032.5,7.6,13.2,75,East,Monsoon,Stormy
31.0,77,1.0,1004.9,1.4,30.8,21,North,Monsoon,Stormy
29.0,31,15.98,1027.6,2.7,25.6,26,East,Summer,Stormy
17.2,66,39.44,1026.1,7.0,10.4,84,West,Winter,Stormy
25.8,30,4.03,1008.1,1.9,24.5,78,North,Winter,Stormy
31.0,33,16.95,1026.9,9.7,23.0,56,West,Monsoon,Stormy
11.6,83,12.29,1022.4,8.8,2.5,81,South,Monsoon,Rainy
29.3,54,36.2,1024.4,6.6,25.8,9,West,Summer,Stormy
19.7,32,34.77,1034.7,8.4,12.6,21,South,Winter,Stormy
29.6,38,9.51,1024.0,9.0,28.1,43,East,Summer,Stormy
18.9,63,3.25,991.6,3.3,12.0,83,East,Monsoon,Stormy
10.6,72,25.09,1016.2,8.6,10.4,82,South,Monsoon,Stormy
12.0,51,13.45,997.3,2.8,10.5,27,East,Summer,Stormy
25.4,99,26.88,1014.5,4.7,18.3,49,East,Summer,Stormy
27.1,31,1.28,1013.9,6.0,20.0,50,West,Autumn,Stormy
17.8,95,5.34,1007.2,7.4,11.4,0,South,Autumn,Stormy
30.1,61,27.45,1002.7,1.3,25.3,33,North,Winter,Stormy
11.7,45,8.49,1007.7,3.6,5.0,34,East,Summer,Stormy
24.5,30,34.3,1009.6,6.5,16.8,89,East,Winter,Cloudy
15.3,77,2.34,1011.7,4.2,5.6,60,North,Autumn,Stormy
19.8,79,8.62,1014.1,8.0,10.9,29,West,Winter,Stormy
25.4,42,39.94,1018.9,6.9,17.5,75,West,Autumn,Stormy
18.1,44,17.32,1009.9,3.1,11.2,77,West,Summer,Stormy
21.9,82,28.12,1025.8,2.3,16.2,67,North,Summer,Stormy
33.1,73,7.31,1012.6,6.7,31.9,75,West,Winter,Stormy
20.4,37,24.39,1022.2,5.1,18.7,87,East,Summer,Cloudy
31.7,75,29.04,1010.0,2.5,23.5,39,West,Winter,Stormy
16.0,98,12.58,1040.4,3.9,8.0,94,East,Winter,Rainy
29.2,48,33.16,1017.7,3.7,23.1,64,North,Autumn,Stormy
36.5,67,24.14,1029.4,2.0,32.1,36,West,Monsoon,Stormy
5.2,40,15.56,1006.1,5.9,4.9,63,West,Winter,Stormy
18.6,72,22.31,1008.5,7.9,15.3,0,East,Autumn,Stormy
29.6,49,23.07,1010.5,6.2,25.4,14,North,Autumn,Stormy
23.4,49,6.62,1037.7,8.4,18.5,12,West,Autumn,Stormy
28.0,50,16.11,1010.9,2.1,18.7,28,North,Monsoon,Stormy
20.2,86,13.74,1004.8,4.9,19.1,54,East,Summer,Stormy
25.7,79,16.04,1026.0,6.5,20.5,44,East,Winter,Stormy
23.8,55,30.44,1013.6,7.1,20.1,3,West,Winter,Stormy
34.3,59,19.3,1010.8,7.3,24.4,63,North,Summer,Sunny
27.0,60,37.61,1006.9,7.6,18.4,14,East,Summer,Stormy
27.7,71,11.75,1017.9,6.9,23.3,47,North,Autumn,Stormy
21.7,97,16.63,1023.6,1.8,11.7,75,South,Autumn,Rainy
21.1,90,31.48,1020.9,7.3,16.0,55,South,Summer,Stormy
21.5,90,21.84,1008.2,7.5,19.8,88,West,Winter,Rainy
28.2,99,21.88,1003.1,9.9,22.6,90,North,Summer,Rainy
21.6,97,2.13,972.8,7.2,19.3,69,North,Summer,Stormy
27.3,46,15.94,1003.5,7.2,20.9,86,East,Monsoon,Cloudy
41.6,48,10.83,1009.3,5.6,32.2,14,North,Monsoon,Sunny
32.0,80,39.97,1012.4,8.8,24.1,38,North,Autumn,Stormy
22.4,99,12.33,1010.3,10.0,19.7,68,East,Autumn,Stormy
34.6,92,35.38,1041.0,8.0,31.6,86,West,Winter,Rainy
21.7,59,27.05,1017.9,6.5,21.0,78,East,Summer,Stormy
8.7,54,13.64,1000.6,1.7,5.8,88,South,Summer,Cloudy
16.9,55,21.74,1019.6,7.5,16.0,59,North,Monsoon,Stormy
10.0,85,33.62,1016.9,7.4,5.0,93,North,Winter,Rainy
22.2,51,35.33,1002.5,8.0,15.1,43,West,Summer,Stormy
25.1,48,6.42,1015.9,2.1,17.6,42,South,Winter,Stormy
38.4,60,13.58,1018.3,6.9,37.8,3,North,Monsoon,Stormy
27.6,55,13.41,1023.2,3.7,24.2,76,East,Summer,Stormy
23.2,71,1.68,995.2,7.8,20.3,49,North,Monsoon,Stormy
31.6,70,23.93,1019.5,3.2,30.6,38,West,Monsoon,Stormy
7.3,52,34.19,1027.1,7.2,3.7,53,East,Monsoon,Stormy
26.9,76,15.26,1031.9,3.7,23.9,22,North,Summer,Stormy
31.2,42,29.6,1000.7,1.1,24.9,59,West,Winter,Stormy
13.2,95,25.11,1011.5,6.7,4.4,79,South,Summer,Rainy
34.2,95,15.03,1012.5,2.0,29.7,34,East,Monsoon,Stormy
27.7,45,5.64,1019.8,6.9,20.2,53,East,Autumn,Stormy
21.7,57,28.37,1011.4,9.3,20.2,57,South,Winter,Stormy
30.1,64,34.18,1005.8,9.7,21.2,61,East,Autumn,Stormy
43.2,70,27.43,1015.2,3.1,41.7,79,West,Monsoon,Stormy
26.5,60,0.72,1009.6,8.3,24.6,47,South,Summer,Stormy
27.0,61,8.65,1018.6,4.2,25.9,6,North,Winter,Stormy
21.3,83,2.78,1004.9,9.1,18.2,44,West,Autumn,Stormy
18.2,88,22.82,1002.8,8.1,12.7,12,South,Summer,Stormy
31.6,70,30.26,1026.2,1.7,21.7,52,North,Winter,Stormy
18.2,95,4.42,1035.7,4.7,10.3,92,West,Monsoon,Rainy
25.6,83,33.53,1031.2,4.0,21.8,38,West,Monsoon,Stormy
21.2,69,22.22,1012.3,8.1,15.4,83,East,Monsoon,Stormy
28.8,57,27.6,1023.6,4.7,22.6,92,East,Summer,Cloudy
27.7,66,38.86,1006.1,7.2,19.5,17,South,Summer,Stormy
33.3,94,3.35,1018.1,6.4,25.9,21,North,Monsoon,Stormy
20.9,84,36.05,1007.2,9.8,15.2,35,West,Monsoon,Stormy
22.8,33,5.04,1025.6,9.4,16.1,52,West,Winter,Stormy
17.2,39,15.72,1024.2,4.8,9.7,99,South,Autumn,Cloudy
21.4,76,34.06,1033.8,7.5,20.1,71,East,Winter,Stormy
28.0,43,36.25,1010.7,8.5,26.0,2,West,Autumn,Stormy
31.1,67,20.25,1028.8,9.1,24.2,61,West,Summer,Stormy
17.6,41,23.76,1018.1,1.6,9.1,28,East,Winter,Stormy
32.0,74,28.33,1013.8,3.7,27.9,72,North,Summer,Stormy
35.8,46,33.31,1016.4,3.9,26.0,7,North,Summer,Sunny
28.3,64,4.86,1030.0,4.9,26.1,93,East,Autumn,Stormy
40.0,95,32.4,1011.7,2.5,35.8,75,West,Autumn,Rainy
18.8,70,19.25,1012.2,5.5,15.0,45,East,Winter,Stormy
15.0,96,18.02,992.3,7.0,5.7,91,North,Winter,Rainy
10.8,58,16.96,1011.5,5.5,7.9,55,South,Winter,Stormy
37.0,47,20.37,1015.6,7.0,32.3,48,South,Autumn,Sunny
30.2,49,37.8,1005.4,1.6,28.3,42,North,Monsoon,Stormy
24.6,43,21.93,1002.9,8.9,19.4,9,North,Monsoon,Stormy
27.2,63,38.13,994.5,9.5,18.6,12,North,Autumn,Stormy
16.0,78,7.21,1007.2,6.6,13.0,56,East,Winter,Stormy
44.6,83,28.97,1027.2,8.9,36.5,1,South,Monsoon,Stormy
26.0,60,32.49,998.2,2.2,16.9,64,North,Summer,Stormy
25.9,87,27.17,1020.9,8.2,25.2,85,West,Monsoon,Rainy
30.8,71,24.28,1021.8,2.1,23.2,96,South,Monsoon,Stormy
28.8,87,22.59,1037.5,4.7,26.2,79,East,Autumn,Rainy
26.8,59,34.44,1023.4,3.9,25.0,41,West,Autumn,Stormy
18.7,54,32.87,1022.5,6.3,12.7,57,East,Monsoon,Stormy
28.8,92,4.89,1016.7,3.7,21.7,92,North,Summer,Rainy
40.1,48,33.94,1013.0,6.7,36.2,9,North,Summer,Sunny
35.8,37,16.56,1021.5,4.3,35.4,62,North,Winter,Sunny
37.7,32,10.15,1025.5,8.7,28.6,70,West,Monsoon,Sunny
20.9,96,34.79,1014.7,6.7,13.6,60,North,Monsoon,Stormy
17.1,46,17.28,1025.9,2.9,14.4,0,South,Summer,Stormy
24.0,43,32.33,1041.8,4.0,19.0,25,North,Autumn,Stormy
25.4,38,10.54,1013.7,8.6,25.1,4,South,Monsoon,Stormy
33.8,91,0.16,1014.0,4.5,30.4,34,West,Summer,Stormy
11.5,50,19.82,1012.1,5.8,6.3,12,East,Monsoon,Stormy
37.2,66,4.01,1014.3,6.8,32.0,26,East,Autumn,Stormy
23.7,40,30.18,1025.2,4.1,21.6,11,South,Winter,Stormy
21.6,49,11.04,1013.9,3.6,13.8,93,West,Autumn,Cloudy
16.9,64,17.75,1014.9,5.3,13.9,49,South,Autumn,Stormy
11.8,82,3.48,1010.5,2.9,6.0,95,North,Summer,Rainy
31.6,76,11.47,1017.9,3.6,28.9,58,North,Summer,Stormy
25.6,81,31.26,1008.0,1.6,21.3,30,North,Autumn,Stormy
14.7,37,6.06,1000.7,3.7,12.6,68,East,Summer,Stormy
14.6,33,25.89,1017.5,3.9,8.3,36,South,Autumn,Stormy
22.3,56,36.7,1032.8,9.7,18.0,1,West,Autumn,Stormy
38.4,73,27.19,1010.1,6.3,38.2,70,South,Monsoon,Stormy
22.9,69,32.44,1002.6,8.1,22.6,64,South,Autumn,Stormy
13.0,76,4.36,1032.2,1.4,8.3,2,South,Winter,Stormy
23.0,73,10.03,1013.5,2.0,21.2,19,North,Summer,Stormy
22.8,77,35.78,1022.4,8.3,16.9,1,North,Winter,Stormy
3.4,81,28.6,1005.7,6.6,-0.7,41,South,Summer,Stormy
24.6,97,25.58,1013.1,2.7,18.1,42,North,Autumn,Stormy
23.2,40,26.55,1027.0,4.6,13.7,20,East,Winter,Stormy
30.6,33,16.57,1014.3,5.8,25.3,44,North,Monsoon,Stormy
39.8,77,1.78,1014.4,8.6,31.9,95,East,Autumn,Stormy
34.0,55,31.38,998.1,1.5,26.5,19,East,Autumn,Sunny
22.8,68,27.15,1020.9,6.4,13.6,42,South,Autumn,Stormy
16.1,87,18.91,1005.1,7.5,14.0,49,South,Monsoon,Stormy
45.6,48,35.99,1024.2,9.8,37.3,94,North,Winter,Cloudy
25.5,87,13.45,1015.0,8.3,16.4,42,West,Autumn,Stormy
25.1,57,11.77,1015.9,3.5,21.2,96,South,Winter,Cloudy
24.8,95,34.91,1020.7,7.4,21.7,23,East,Autumn,Stormy
26.6,39,31.88,1016.8,7.9,17.1,81,East,Autumn,Cloudy
23.8,87,20.6,1030.2,7.6,17.5,83,North,Autumn,Rainy
20.4,43,5.23,1028.6,8.4,16.6,59,East,Monsoon,Stormy
20.6,44,8.6,1000.8,9.1,12.7,31,South,Autumn,Stormy
24.7,62,26.25,1011.3,1.9,21.7,4,North,Winter,Stormy
20.7,46,15.4,1021.4,1.9,18.9,1,North,Autumn,Stormy
19.3,53,33.46,1003.6,8.2,13.9,25,West,Winter,Stormy
25.9,59,38.0,997.3,3.3,20.2,24,North,Winter,Stormy
23.0,91,32.23,1005.4,1.5,14.7,49,West,Summer,Stormy
37.0,42,15.1,1011.8,4.6,32.4,85,South,Winter,Cloudy
3.8,91,31.55,972.4,8.4,-4.3,38,East,Summer,Stormy
33.7,76,14.06,1001.9,2.1,30.6,85,South,Monsoon,Stormy
35.0,45,6.68,995.2,7.0,29.2,74,North,Autumn,Sunny
8.4,95,1.34,1024.5,1.0,6.3,10,West,Monsoon,Stormy
22.3,72,15.43,1022.3,2.0,18.4,62,East,Monsoon,Stormy
22.0,37,36.14,1015.8,4.2,13.4,67,North,Winter,Stormy
13.7,32,9.56,1014.0,1.8,11.5,96,South,Autumn,Cloudy
18.8,41,8.26,1018.4,8.6,10.7,17,North,Autumn,Stormy
16.1,45,38.79,1003.0,8.8,13.3,94,West,Monsoon,Cloudy
39.0,88,1.0,1025.5,7.8,38.7,27,South,Summer,Stormy
32.5,78,31.43,1013.9,3.2,31.4,41,North,Summer,Stormy
35.2,92,12.85,1022.2,5.7,27.7,59,West,Winter,Stormy
30.8,91,1.5,1021.8,2.7,28.2,21,North,Summer,Stormy
16.0,78,36.71,1018.3,3.5,9.5,39,West,Summer,Stormy
20.8,80,5.59,1016.1,5.6,13.8,61,North,Monsoon,Stormy
28.9,62,22.07,1015.4,7.6,25.4,2,South,Summer,Stormy
15.2,59,10.96,1012.4,1.9,10.5,70,South,Autumn,Stormy
30.7,88,2.61,1017.8,3.7,26.7,62,South,Monsoon,Stormy
23.1,44,2.0,1015.1,9.3,13.6,19,South,Monsoon,Stormy
22.0,52,4.62,1008.1,4.9,18.8,70,South,Summer,Stormy
30.7,74,2.85,1019.1,9.4,28.9,70,East,Autumn,Stormy
28.6,91,30.42,1015.8,9.9,24.9,92,North,Autumn,Rainy
22.1,44,19.42,1025.1,5.7,15.4,25,South,Summer,Stormy
34.3,75,13.72,994.9,3.6,27.3,40,East,Autumn,Stormy
16.4,93,16.73,1013.4,8.1,7.2,2,East,Winter,Stormy
29.9,75,37.16,1005.8,2.4,21.1,42,North,Winter,Stormy
29.7,85,36.43,1007.8,3.3,26.8,16,West,Summer,Stormy
22.5,73,28.63,1018.6,8.1,17.9,83,North,Monsoon,Stormy
27.6,58,35.39,998.6,4.9,20.1,97,North,Monsoon,Cloudy
15.0,91,12.79,1014.3,2.8,5.8,52,West,Autumn,Stormy
32.4,81,15.24,1013.3,6.9,29.0,51,West,Winter,Stormy
23.5,83,24.55,1002.5,7.6,19.1,32,South,Monsoon,Stormy
20.8,86,24.95,1014.6,2.1,11.8,79,West,Autumn,Rainy
33.4,95,19.27,1005.4,3.5,29.8,59,West,Winter,Stormy
19.4,51,16.03,1035.0,3.0,14.6,86,North,Monsoon,Cloudy
13.7,49,39.45,1025.0,4.4,4.7,67,North,Autumn,Stormy
12.5,62,32.84,1013.7,7.9,4.5,55,North,Summer,Stormy
29.8,54,17.4,1008.7,7.4,27.4,63,West,Summer,Stormy
14.8,75,29.09,1018.0,7.0,11.6,96,East,Monsoon,Stormy
39.0,86,10.78,1020.7,1.1,35.5,7,South,Autumn,Stormy
8.3,34,4.01,1015.5,2.3,-0.8,68,North,Winter,Stormy
38.6,84,14.1,1002.8,3.0,28.6,32,East,Summer,Stormy
26.7,90,16.12,1010.9,3.4,19.0,24,South,Winter,Stormy
24.2,37,0.66,1013.8,2.3,19.4,70,North,Autumn,Stormy
20.6,45,32.59,1015.9,4.7,20.5,6,East,Summer,Stormy
28.2,77,14.37,1016.1,1.7,21.2,58,South,Monsoon,Stormy
24.7,90,23.22,1020.3,7.8,20.8,32,North,Summer,Stormy
33.8,44,2.96,1026.4,8.1,27.5,40,North,Monsoon,Sunny
25.9,94,7.0,1023.1,6.2,19.8,32,East,Winter,Stormy
26.2,51,35.59,1018.9,1.8,21.4,28,West,Summer,Stormy
22.1,32,24.35,1000.4,9.0,12.7,38,West,Autumn,Stormy
24.5,83,38.01,1024.9,9.7,24.3,56,North,Winter,Stormy
27.5,43,39.95,1021.2,2.8,20.4,95,East,Winter,Cloudy
11.3,65,14.87,1010.4,7.3,7.2,92,West,Monsoon,Stormy
14.2,96,11.95,1013.3,8.6,7.1,63,West,Autumn,Stormy
30.9,39,34.33,1013.7,5.9,24.1,85,West,Winter,Cloudy
26.4,78,39.94,1008.6,3.9,26.3,65,East,Summer,Stormy
23.5,94,25.19,995.5,5.3,20.6,8,East,Monsoon,Stormy
25.1,86,31.81,1001.8,5.6,23.2,28,South,Autumn,Stormy
27.8,56,31.27,1003.9,4.6,26.1,96,West,Monsoon,Cloudy
20.7,34,14.21,993.3,9.4,13.4,73,East,Monsoon,Stormy
18.8,86,22.97,1001.9,7.7,16.4,27,South,Winter,Stormy
26.6,44,33.32,1024.4,3.2,21.9,52,North,Summer,Stormy
17.2,59,27.52,1017.9,6.3,14.7,45,South,Summer,Stormy
28.3,49,0.85,1003.3,7.2,22.5,38,West,Autumn,Stormy
11.4,66,13.47,1006.1,2.3,4.2,75,East,Autumn,Stormy
33.2,32,5.78,1025.3,4.2,29.9,57,West,Summer,Sunny
28.8,70,9.32,1025.0,9.1,22.8,85,West,Monsoon,Stormy
27.0,68,36.22,1013.7,6.1,18.8,53,North,Monsoon,Stormy
32.9,55,1.48,1024.7,3.0,32.0,5,East,Summer,Sunny
38.3,31,8.79,1005.3,2.1,31.2,44,East,Winter,Sunny
33.1,52,12.38,1015.3,5.7,29.9,39,North,Monsoon,Sunny
10.3,52,24.68,998.3,5.9,9.1,22,East,Summer,Stormy
14.8,45,21.36,1009.4,4.0,9.3,97,South,Winter,Cloudy
20.0,38,8.73,1013.3,6.7,17.7,41,West,Monsoon,Stormy
25.2,42,6.57,996.1,1.6,17.0,37,North,Autumn,Stormy
29.1,57,9.47,1018.9,2.3,28.7,15,North,Monsoon,Stormy
19.2,56,20.1,1020.6,5.9,18.2,73,West,Monsoon,Stormy
26.5,80,10.85,1023.1,1.6,21.3,46,North,Summer,Stormy
19.0,93,37.9,1036.3,8.9,13.1,20,East,Monsoon,Stormy
20.1,81,18.55,1017.2,2.3,12.8,73,East,Monsoon,Rainy
13.7,67,2.35,1012.4,7.1,11.1,74,West,Winter,Stormy
17.6,94,29.17,997.0,4.5,9.2,20,North,Summer,Stormy
14.2,47,13.15,1016.9,4.6,4.7,24,South,Winter,Stormy
17.2,92,26.14,1018.6,7.9,12.2,60,West,Autumn,Stormy
33.4,80,11.18,999.4,5.5,25.8,97,East,Monsoon,Stormy
17.4,38,22.83,1010.6,7.5,12.2,53,East,Summer,Stormy
46.1,42,30.89,1013.1,5.5,45.4,94,East,Autumn,Cloudy
28.9,69,37.12,1018.3,6.3,25.6,90,South,Summer,Stormy
